candidate_id,status,total_score,num_crossings_total,num_primitives_with_crossing,num_primitives_with_meaningful_jump,theta,a,Delta,omega_bar,k,lam,a_base_score,a_importance_weight,a_weighted_score,a_num_crossings,a_has_crossing,a_has_meaningful_jump,a_interior_crossing,a_clean_gap_slope,a_extra_crossings,a_max_jump,a_max_gap_slope,a_max_gap_change,a_best_crossing_x,a_best_crossing_index_left,Delta_base_score,Delta_importance_weight,Delta_weighted_score,Delta_num_crossings,Delta_has_crossing,Delta_has_meaningful_jump,Delta_interior_crossing,Delta_clean_gap_slope,Delta_extra_crossings,Delta_max_jump,Delta_max_gap_slope,Delta_max_gap_change,Delta_best_crossing_x,Delta_best_crossing_index_left,lam_base_score,lam_importance_weight,lam_weighted_score,lam_num_crossings,lam_has_crossing,lam_has_meaningful_jump,lam_interior_crossing,lam_clean_gap_slope,lam_extra_crossings,lam_max_jump,lam_max_gap_slope,lam_max_gap_change,lam_best_crossing_x,lam_best_crossing_index_left,theta_base_score,theta_importance_weight,theta_weighted_score,theta_num_crossings,theta_has_crossing,theta_has_meaningful_jump,theta_interior_crossing,theta_clean_gap_slope,theta_extra_crossings,theta_max_jump,theta_max_gap_slope,theta_max_gap_change,theta_best_crossing_x,theta_best_crossing_index_left,k_base_score,k_importance_weight,k_weighted_score,k_num_crossings,k_has_crossing,k_has_meaningful_jump,k_interior_crossing,k_clean_gap_slope,k_extra_crossings,k_max_jump,k_max_gap_slope,k_max_gap_change,k_best_crossing_x,k_best_crossing_index_left,omega_bar_base_score,omega_bar_importance_weight,omega_bar_weighted_score,omega_bar_num_crossings,omega_bar_has_crossing,omega_bar_has_meaningful_jump,omega_bar_interior_crossing,omega_bar_clean_gap_slope,omega_bar_extra_crossings,omega_bar_max_jump,omega_bar_max_gap_slope,omega_bar_max_gap_change,omega_bar_best_crossing_x,omega_bar_best_crossing_index_left,error
1339,ok,66,1,1,1,1.523481819,2.253169463,0.069312915,0.645956673,0.173212355,0.245475266,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,1.370141673,28.99203499,0.958211326,1.686016949,49,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1356,ok,66,1,1,1,2.014147037,0.253409437,0.148794043,1.660640536,0.254996031,0.023910044,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.197362276,0.001825901,3.09E-05,0.516949153,30,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1366,ok,66,1,1,1,1.388691514,0.190604616,0.099603595,0.853498864,0.375802163,0.040263229,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.196808615,0.0014355,2.43E-05,0.313559322,18,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1388,ok,66,1,1,1,1.178046844,2.483056052,0.392153475,0.609645674,0.649239522,0.015567708,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,1.36123102,19.77448342,0.653563435,1.586864407,46,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1389,ok,66,1,1,1,2.115509925,0.230057401,0.271070905,1.048654925,0.666222165,0.060962953,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.392011477,0.005833492,9.89E-05,0.211864407,12,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1392,ok,66,1,1,1,1.844601707,1.02424306,0.488987195,1.193952065,0.320136532,0.083598146,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.664895069,0.007364686,0.000124825,0.771186441,45,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1408,ok,66,1,1,1,1.702169255,0.091938975,0.457175706,2.146127971,0.438118187,0.07867178,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.365372349,0.013294144,0.000225324,0.127118644,7,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1423,ok,66,1,1,1,1.126657017,0.768967565,0.706599696,0.78032258,0.228392224,0.068666877,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,1.114141197,0.016307167,0.000276393,0.618644068,36,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1436,ok,66,1,1,1,1.895063176,0.27639199,1.110582004,0.550247262,0.361805412,0.17506267,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,1.269416783,20.56488321,0.679686818,1.454661017,42,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1443,ok,66,1,1,1,2.281027459,0.515822555,0.126396596,1.139767413,0.559686525,0.005117166,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.210631162,0.001273379,2.16E-05,0.533898305,31,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1460,ok,66,1,1,1,2.124385064,0.318322788,0.996226458,1.314104787,0.107835571,0.041755163,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.986580538,0.03013428,0.000510751,0.466101695,27,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1472,ok,66,1,1,1,1.571284097,1.464546249,0.58128757,1.092942472,0.291037437,0.10598064,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.777082644,0.005717209,9.69E-05,0.855932203,50,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1493,ok,66,1,1,1,2.204231312,0.38324967,0.250794921,1.45498579,0.187770267,0.188024326,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.372677974,0.00402407,6.82E-05,0.771186441,45,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1519,ok,66,1,1,1,1.574738804,0.105870575,0.405350691,1.725399356,0.416212062,0.043653939,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.38469166,0.012107491,0.000205212,0.144067797,8,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1532,ok,66,1,1,1,2.233963427,0.574925435,0.947766556,1.657738131,0.30407486,0.006662561,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.827617578,0.0281548,0.0004772,0.415254237,24,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1565,ok,66,1,1,1,1.69127638,0.126222879,0.447958744,2.27236023,0.240911564,0.014330908,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.364182759,0.012508838,0.000212014,0.245762712,14,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1566,ok,66,1,1,1,1.35871371,0.230626905,0.373434326,2.087314433,0.409185082,0.033238043,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.3307878,0.006523717,0.000110571,0.296610169,17,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1608,ok,66,1,1,1,1.455879712,0.174206905,0.131144697,0.773825329,0.283292707,0.118332809,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.284310052,0.003007685,5.10E-05,0.347457627,20,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1655,ok,66,1,1,1,1.881720593,0.281907643,0.354945607,1.180582463,0.116791829,0.138116717,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.547961952,0.008087229,0.000137072,0.754237288,44,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1751,ok,66,1,1,1,1.081540815,0.131419164,0.244540618,1.299968432,0.434926056,0.093640702,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.29411329,0.004382992,7.43E-05,0.177966102,10,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1767,ok,66,1,1,1,2.315946071,1.026358652,0.190913842,0.516081599,0.347892602,0.062669444,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,1.33488893,20.83471074,0.688604846,1.355508475,39,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1769,ok,66,1,1,1,2.440409956,0.269083791,0.104139552,1.84649989,0.180646242,0.125662354,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.154171036,0.00081835,1.39E-05,0.754237288,44,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1817,ok,66,1,1,1,1.677459991,1.256462262,1.01336532,2.330419201,0.104033728,0.137612557,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.71112942,0.001941303,3.29E-05,0.754237288,44,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1818,ok,66,1,1,1,2.495509463,0.166000192,0.334674632,1.176309756,0.278570773,0.022214331,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.470758665,0.014803168,0.000250901,0.279661017,16,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1827,ok,66,1,1,1,1.565368556,0.397775729,0.287640439,1.705658163,0.325293068,0.061713241,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.341737191,0.004063725,6.89E-05,0.533898305,31,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1869,ok,66,1,1,1,1.442148381,3.149054858,1.295409477,1.068570166,0.49839873,0.110039088,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,1.221665628,0.006632055,0.000112408,0.516949153,30,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1982,ok,66,1,1,1,1.806564752,0.354047789,0.490964938,1.917112625,0.374265332,0.04069763,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,22,3,66,1,1,1,1,1,0,0.461750572,0.011188487,0.000189635,0.381355932,22,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
697,ok,65,2,2,1,2.157826383,0.085697909,0.087716918,2.428609146,0.655295805,0.003283264,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,15,3,45,1,1,1,0,0,0,0.061906094,0.000372425,6.31E-06,0.093220339,5,0,2,0,0,0,0,0,0,0,0,0,0,,,10,2,20,1,1,0,0,0,0,0.023086927,0.000411195,5.58E-06,0.852542373,55,0,1,0,0,0,0,0,0,0,0,0,0,,,
231,ok,60,4,2,1,1.264530609,0.088824267,0.636633368,1.007232342,0.696978816,0.031319515,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.157587757,0.133341439,0.002260024,0.228813559,13,0,2,0,0,0,0,0,0,0,0,0,0,,,12,2,24,1,1,0,0,1,0,0.04953947,0.016734305,0.000226906,0.879661017,57,0,1,0,0,0,0,0,0,0,0,0,0,,,
447,ok,60,1,1,1,1.806917594,0.286572067,0.065303571,0.920894697,0.366335252,0.12398597,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,20,3,60,1,1,1,1,0,0,0.131413901,0.00058535,9.92E-06,0.466101695,27,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
732,ok,60,1,1,1,1.646943681,0.401456583,0.052261035,1.567884851,0.73971452,0.061208946,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,20,3,60,1,1,1,1,0,0,0.062771556,7.62E-05,1.29E-06,0.398305085,23,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
739,ok,60,1,1,1,1.787948704,0.778196286,0.078377532,2.354330893,0.557089017,0.026205285,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,20,3,60,1,1,1,1,0,0,0.10497308,0.00015295,2.59E-06,0.822033898,48,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1123,ok,60,1,1,1,1.25790609,0.401801547,0.10522049,1.584959746,0.591190289,0.077605929,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,20,3,60,1,1,1,1,0,0,0.130407531,0.000389272,6.60E-06,0.449152542,26,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1298,ok,60,1,1,1,1.079371246,0.214192373,0.070622283,1.489298813,0.180389448,0.031996587,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,20,3,60,1,1,1,1,0,0,0.112687093,0.000327727,5.55E-06,0.652542373,38,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1369,ok,60,1,1,1,1.295462595,0.593285661,0.06182228,2.221054932,0.583334885,0.080391081,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,20,3,60,1,1,1,1,0,0,0.076054809,8.27E-05,1.40E-06,0.669491525,39,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1394,ok,60,1,1,1,2.220837367,1.000384945,0.108641575,1.59180225,0.64658279,0.017700898,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,20,3,60,1,1,1,1,0,0,0.172014201,0.000371281,6.29E-06,0.872881356,51,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
1641,ok,60,1,1,1,1.360913187,0.404759921,0.097483551,1.559594392,0.641871274,0.02464598,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,20,3,60,1,1,1,1,0,0,0.118047034,0.000306017,5.19E-06,0.415254237,24,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
395,ok,58,4,2,2,1.970634605,0.16634293,1.264416168,0.729735663,0.118952084,0.490073474,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.405608478,50.37977131,1.665094136,0.925847458,26,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,22,1,22,1,1,1,1,1,0,1.928866622,0.316589044,0.010731832,1.025423729,15,
454,ok,58,4,2,2,1.569224221,0.145280779,0.964455589,0.589922759,0.34631155,0.246693219,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.338678397,23.76484351,0.785448218,0.628389831,17,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,22,1,22,1,1,1,1,1,0,2.002665354,0.140830381,0.004773911,0.889830508,11,
1344,ok,58,4,2,2,1.832516466,0.51658149,1.084771442,0.575594871,0.114908138,0.958634867,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.462831633,38.74863865,1.280675345,0.793644068,22,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,22,1,22,1,1,1,1,1,0,1.911867343,0.512179921,0.017362031,0.788135593,8,
1351,ok,58,4,2,2,1.17140468,0.165111023,0.933967902,0.595535121,0.124396064,0.60222929,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.37075836,33.76639784,1.116008064,0.694491525,19,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,22,1,22,1,1,1,1,1,0,1.878149278,0.355560269,0.01205289,0.822033898,9,
1395,ok,58,4,2,2,1.570094172,2.778027699,1.227083259,0.574374757,0.204897561,0.867965178,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.497753527,28.87532421,0.954353936,0.991949153,28,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,22,1,22,1,1,1,1,1,0,1.851520408,0.117510854,0.003983419,0.720338983,6,
1479,ok,58,4,2,2,1.884103954,0.69403418,1.060546498,0.56851117,0.202166706,0.575442209,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.527532719,31.96639358,1.056516398,0.727542373,20,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,22,1,22,1,1,1,1,1,0,1.866735782,0.19316131,0.006547841,0.720338983,6,
1705,ok,58,4,2,2,2.18605763,0.451725413,0.97640331,0.566562196,0.182548493,0.672563922,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.433392657,35.69601515,1.179783552,0.76059322,21,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,22,1,22,1,1,1,1,1,0,1.790206446,0.468162407,0.015869912,0.720338983,6,
44,ok,53,5,2,2,2.493367152,0.283037862,1.371949064,0.683372001,0.220844406,0.691883335,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.398900675,50.87919581,1.68160054,1.785169492,52,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,17,1,17,2,1,1,1,1,1,2.635578491,37.87313951,1.283835237,1.43220339,27,
128,ok,53,5,2,2,1.969224161,0.660135505,1.620304821,0.685642086,0.179685494,0.905435405,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.428257149,53.01639717,1.752236856,0.925847458,26,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,17,1,17,2,1,1,1,1,1,2.527243213,38.99445254,1.321845849,1.330508475,24,
1358,ok,53,5,2,2,1.640159786,0.966354989,1.96825848,0.623787099,0.456900705,0.907007185,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.364974101,40.334932,1.333103685,1.619915254,47,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,17,1,17,2,1,1,1,1,1,4.093469684,29.90106846,1.013595541,2.177966102,49,
1530,ok,53,5,2,2,1.692584473,1.121914162,1.578583522,0.65566075,0.145119272,0.65957334,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.502988113,38.09498747,1.25907162,1.091101695,31,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,17,1,17,2,1,1,1,1,1,2.063609399,32.51992133,1.102370215,0.957627119,13,
1632,ok,53,5,2,2,1.938151657,0.432525619,1.504863844,0.627923303,0.150618213,0.903680851,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.411838928,46.30974525,1.530576326,0.793644068,22,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,17,1,17,2,1,1,1,1,1,2.698470194,39.45495749,1.337456186,1.330508475,24,
1917,ok,53,5,2,2,2.045873904,0.348520063,1.543222661,0.719076536,0.137978962,0.976157207,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.406872139,62.65448536,2.070783838,1.884322034,55,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,17,1,17,2,1,1,1,1,1,2.680379127,40.17722122,1.361939702,1.533898305,30,
580,ok,53,4,2,2,2.336066995,0.165539183,1.471929025,1.742786212,0.735484071,0.000554002,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.233037086,0.283152259,0.004799191,0.228813559,13,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,17,1,17,1,1,1,0,1,0,0.462241768,7.111732872,0.241075691,0.550847458,1,
1704,ok,53,4,2,2,1.559255315,3.925350911,0.941948687,0.501773213,0.101543738,0.955822329,0,3,0,0,0,0,0,0,0,0,0,0,,,12,3,36,3,1,1,1,1,2,1.554772692,22.8030795,0.753661102,0.89279661,25,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,17,1,17,1,1,1,0,1,0,1.557293195,0.012866229,0.000436143,0.516949153,0,
155,ok,51,2,1,1,1.949429795,0.139012965,0.845197796,1.200436642,0.310136952,0.06610592,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,17,3,51,2,1,1,1,1,1,1.280030002,0.509808332,0.008640819,0.550847458,32,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
603,ok,51,2,1,1,1.286792324,0.186217528,0.98895805,0.962360955,0.523781718,0.075593949,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,17,3,51,2,1,1,1,1,1,1.39041807,0.118425142,0.002007206,0.161016949,9,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
675,ok,51,2,1,1,1.58119271,0.091211979,1.466528874,0.508577078,0.573912566,0.730009257,0,3,0,0,0,0,0,0,0,0,0,0,,,17,3,51,2,1,1,1,1,1,1.084347417,0.232620716,0.007688312,0.165677966,3,0,3,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
968,ok,51,2,1,1,1.582913601,0.327558599,1.028316674,1.302215604,0.307545237,0.002907387,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,0,0,0,0,0,0,0,0,0,0,,,17,3,51,2,1,1,1,1,1,1.350915738,0.697713616,0.011825655,0.855932203,50,0,2,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,,,
